Skin_Type,Product_Name,Concern,product_url,product_pic,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Gender_Target,Packaging_Type,Ingredients,Cruelty_Free,Country_of_Origin
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Morphe,Face Mask,Weekly,71.61,3.6,1448.0,250ml,Male,Jar,Retinol,True,Germany
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Juvia’s Place,Powder,Monthly,139.5,1.4,282.0,50ml,Unisex,Bottle,Hyaluronic Acid,False,USA
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Fenty Beauty,Concealer,Occasional,88.18,4.6,7462.0,30ml,Male,Jar,Vitamin C,True,Germany
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Anastasia Beverly Hills,Face Mask,Monthly,13.48,2.5,2499.0,200ml,Unisex,Spray,Vitamin C,False,Japan
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Ilia Beauty,Makeup Remover,Daily,106.36,3.5,9067.0,200ml,Female,Jar,Retinol,False,Italy
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Anastasia Beverly Hills,Primer,Occasional,88.36,4.5,3286.0,250ml,Male,Stick,Shea Butter,False,UK
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Rare Beauty,Cleanser,Daily,90.02,3.3,109.0,100ml,Female,Jar,Vitamin C,False,France
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Huda Beauty,Highlighter,Monthly,92.66,2.0,9921.0,100ml,Female,Tube,Shea Butter,False,UK
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,E.l.f.,Moisturizer,Weekly,68.68,1.4,1418.0,30ml,Unisex,Tube,Salicylic Acid,True,USA
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,RMS Beauty,CC Cream,Occasional,89.26,4.1,4630.0,100ml,Female,Stick,Hyaluronic Acid,True,USA
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,ColourPop,Bronzer,Daily,119.88,3.1,2867.0,150ml,Unisex,Spray,Aloe Vera,True,Japan
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Bourjois,Primer,Daily,148.94,2.7,6937.0,50ml,Unisex,Tube,Salicylic Acid,False,Germany
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Bourjois,Face Oil,Daily,99.86,4.3,9997.0,100ml,Unisex,Bottle,Glycerin,False,Italy
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Bite Beauty,Blush,Monthly,145.13,4.1,9076.0,250ml,Unisex,Spray,Retinol,False,South Korea
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Clinique,Mascara,Daily,74.76,2.8,2931.0,250ml,Male,Compact,Aloe Vera,False,France
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,E.l.f.,BB Cream,Monthly,52.65,1.8,837.0,150ml,Male,Jar,Retinol,False,USA
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Laura Mercier,Lipstick,Occasional,39.46,2.2,2382.0,200ml,Female,Bottle,Aloe Vera,False,Germany
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,IT Cosmetics,Face Oil,Daily,51.84,1.6,7642.0,100ml,Female,Spray,Aloe Vera,False,Australia
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,E.l.f.,Lip Gloss,Occasional,53.23,4.0,1672.0,30ml,Male,Jar,Aloe Vera,False,Italy
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Perricone MD,Cleanser,Weekly,98.32,2.7,8857.0,200ml,Female,Spray,Glycerin,False,UK
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,KVD Beauty,Exfoliator,Monthly,95.66,4.7,8281.0,50ml,Unisex,Stick,Hyaluronic Acid,True,Japan
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Perricone MD,Primer,Monthly,112.27,3.4,6558.0,250ml,Male,Jar,Aloe Vera,True,USA
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Perricone MD,Blush,Monthly,83.16,2.9,7364.0,250ml,Male,Compact,Glycerin,True,Germany
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Becca,Serum,Weekly,78.25,1.8,7774.0,250ml,Male,Compact,Hyaluronic Acid,True,France
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Becca,Cleanser,Monthly,76.22,3.3,7066.0,50ml,Male,Tube,Aloe Vera,False,Italy
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Too Faced,Foundation,Daily,38.29,4.1,8399.0,250ml,Male,Stick,Aloe Vera,True,Germany
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Glossier,Contour,Monthly,38.97,3.4,3496.0,50ml,Female,Bottle,Shea Butter,False,Germany
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Sisley,Exfoliator,Daily,130.46,3.5,3279.0,250ml,Unisex,Spray,Hyaluronic Acid,True,Germany
Combination,Magic Lip Gloss,General skincare,No URL available,No Image,Juvia’s Place,Eyeliner,Daily,41.92,3.7,7498.0,200ml,Unisex,Spray,Shea Butter,False,South Korea
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Pat McGrath Labs,Setting Spray,Occasional,71.83,2.5,9178.0,150ml,Male,Tube,Hyaluronic Acid,True,South Korea
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Bite Beauty,Makeup Remover,Monthly,34.75,2.0,3668.0,50ml,Unisex,Spray,Shea Butter,True,South Korea
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Make Up For Ever,Lipstick,Daily,45.27,3.4,7794.0,200ml,Unisex,Stick,Shea Butter,False,Germany
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Juvia’s Place,Exfoliator,Monthly,105.6,3.1,6519.0,250ml,Female,Bottle,Glycerin,True,USA
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Huda Beauty,Lip Gloss,Daily,126.78,1.3,2361.0,150ml,Female,Compact,Retinol,False,Germany
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Morphe,Lip Gloss,Weekly,46.19,1.1,9225.0,200ml,Unisex,Spray,Vitamin C,False,UK
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Urban Decay,Mascara,Monthly,100.28,1.5,551.0,150ml,Unisex,Bottle,Retinol,True,Germany
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Tatcha,Bronzer,Monthly,34.12,3.2,2654.0,200ml,Unisex,Spray,Glycerin,False,Japan
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Bourjois,Lip Liner,Weekly,42.45,1.6,5776.0,30ml,Unisex,Bottle,Glycerin,False,Italy
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Sisley,Exfoliator,Daily,82.5,2.7,4958.0,50ml,Male,Compact,Hyaluronic Acid,True,USA
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Huda Beauty,Bronzer,Weekly,79.17,4.3,2276.0,150ml,Unisex,Tube,Glycerin,True,Australia
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Danessa Myricks,Blush,Weekly,54.63,5.0,5727.0,50ml,Unisex,Bottle,Hyaluronic Acid,False,UK
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,E.l.f.,Powder,Occasional,122.96,4.8,9340.0,30ml,Male,Bottle,Glycerin,True,France
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,RMS Beauty,Powder,Monthly,132.6,4.7,7187.0,50ml,Male,Jar,Glycerin,True,UK
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Ilia Beauty,Eyeliner,Weekly,47.28,3.7,967.0,200ml,Unisex,Spray,Shea Butter,False,France
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Tatcha,Exfoliator,Daily,90.8,3.7,8687.0,250ml,Female,Jar,Vitamin C,True,France
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,E.l.f.,Face Oil,Daily,102.82,4.3,3075.0,50ml,Female,Bottle,Aloe Vera,False,France
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Milk Makeup,Blush,Weekly,38.31,3.4,5492.0,30ml,Female,Compact,Retinol,False,USA
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Shiseido,CC Cream,Weekly,60.42,1.6,6134.0,200ml,Male,Stick,Salicylic Acid,False,Japan
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Danessa Myricks,Blush,Daily,120.71,2.2,3199.0,250ml,Female,Bottle,Vitamin C,False,Germany
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Kylie Cosmetics,BB Cream,Occasional,55.89,2.1,8967.0,250ml,Female,Compact,Glycerin,True,Germany
Dry,Magic Lip Gloss,General skincare,No URL available,No Image,Make Up For Ever,Face Oil,Weekly,125.64,3.0,8517.0,150ml,Male,Tube,Salicylic Acid,False,Italy
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Kylie Cosmetics,Blush,Occasional,47.86,1.4,7664.0,50ml,Female,Bottle,Vitamin C,True,South Korea
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Bite Beauty,Eye Shadow,Monthly,74.88,4.6,4061.0,50ml,Unisex,Stick,Hyaluronic Acid,True,UK
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Tarte,Serum,Weekly,67.03,2.0,723.0,50ml,Male,Jar,Vitamin C,True,USA
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Kiehl’s,CC Cream,Occasional,58.28,4.1,6243.0,250ml,Male,Stick,Glycerin,True,USA
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Kylie Cosmetics,Setting Spray,Occasional,92.89,3.4,3409.0,250ml,Female,Tube,Hyaluronic Acid,True,France
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Becca,Blush,Occasional,37.34,2.3,8770.0,50ml,Female,Jar,Aloe Vera,True,USA
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Kylie Cosmetics,Blush,Daily,104.96,5.0,5290.0,250ml,Male,Spray,Salicylic Acid,True,Japan
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Shiseido,Blush,Monthly,65.75,1.6,8286.0,100ml,Female,Spray,Salicylic Acid,True,USA
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Ilia Beauty,Primer,Weekly,71.13,3.8,2933.0,100ml,Male,Jar,Retinol,True,Germany
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Fenty Beauty,Exfoliator,Weekly,143.53,4.8,6039.0,100ml,Female,Tube,Vitamin C,False,France
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,KVD Beauty,Foundation,Monthly,118.07,4.3,1640.0,150ml,Male,Bottle,Aloe Vera,False,USA
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Perricone MD,Contour,Daily,132.38,2.2,5696.0,100ml,Male,Compact,Hyaluronic Acid,False,Germany
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Becca,Face Oil,Occasional,109.32,3.2,4475.0,150ml,Female,Tube,Salicylic Acid,True,Japan
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Perricone MD,CC Cream,Occasional,81.21,4.6,8454.0,150ml,Male,Tube,Glycerin,False,Germany
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Kylie Cosmetics,Powder,Monthly,109.8,4.0,4765.0,100ml,Male,Compact,Glycerin,False,Germany
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,KVD Beauty,Lipstick,Occasional,32.03,3.8,8489.0,250ml,Unisex,Stick,Shea Butter,False,UK
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,RMS Beauty,Mascara,Occasional,84.18,3.3,5823.0,50ml,Female,Jar,Hyaluronic Acid,False,Germany
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Bourjois,Serum,Weekly,104.39,1.8,265.0,100ml,Female,Jar,Retinol,True,Germany
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Patrick Ta,Highlighter,Daily,113.86,2.6,4986.0,100ml,Male,Compact,Vitamin C,False,UK
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Hourglass,Face Oil,Daily,90.06,2.4,1751.0,50ml,Unisex,Tube,Aloe Vera,True,France
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Tatcha,Face Mask,Weekly,11.73,1.4,5454.0,30ml,Male,Spray,Shea Butter,False,UK
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Pat McGrath Labs,Serum,Daily,47.43,4.9,4930.0,250ml,Female,Bottle,Vitamin C,False,Italy
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Danessa Myricks,Exfoliator,Daily,78.71,3.1,5528.0,200ml,Female,Compact,Hyaluronic Acid,True,France
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Drunk Elephant,Moisturizer,Monthly,12.68,1.4,2406.0,50ml,Unisex,Spray,Hyaluronic Acid,False,Italy
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Becca,Eye Shadow,Monthly,48.13,3.4,7691.0,50ml,Unisex,Jar,Vitamin C,True,France
Normal,Magic Lip Gloss,General skincare,No URL available,No Image,Milk Makeup,Foundation,Occasional,93.11,4.6,2054.0,250ml,Unisex,Bottle,Vitamin C,True,Germany
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Becca,Contour,Weekly,68.32,1.6,499.0,150ml,Female,Compact,Vitamin C,False,USA
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,E.l.f.,Lipstick,Daily,83.63,4.4,2715.0,200ml,Female,Tube,Retinol,False,USA
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Bobby Brown,Face Mask,Occasional,65.24,2.2,6377.0,100ml,Male,Compact,Retinol,False,Germany
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Glossier,Contour,Weekly,58.93,4.3,640.0,150ml,Unisex,Bottle,Vitamin C,True,Germany
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Bite Beauty,Face Mask,Occasional,89.63,2.4,4183.0,50ml,Male,Jar,Glycerin,True,Australia
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Farsali,Setting Spray,Occasional,115.86,3.3,6635.0,250ml,Male,Compact,Hyaluronic Acid,False,South Korea
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Charlotte Tilbury,Foundation,Occasional,80.51,4.2,854.0,100ml,Female,Compact,Retinol,True,Italy
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,NARS,Cleanser,Monthly,79.53,1.3,6149.0,250ml,Female,Tube,Hyaluronic Acid,False,USA
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Patrick Ta,Lip Liner,Monthly,11.54,1.7,5488.0,30ml,Male,Tube,Retinol,True,Germany
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Glossier,Lipstick,Weekly,114.22,1.2,6944.0,30ml,Unisex,Bottle,Retinol,False,Japan
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Shiseido,Bronzer,Occasional,101.63,3.8,8221.0,250ml,Female,Compact,Shea Butter,False,Japan
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Urban Decay,Bronzer,Occasional,87.58,1.0,7144.0,200ml,Unisex,Compact,Salicylic Acid,True,UK
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Becca,Face Mask,Monthly,88.32,4.1,1338.0,250ml,Female,Stick,Salicylic Acid,False,Japan
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Morphe,Cleanser,Weekly,112.62,4.7,2695.0,250ml,Male,Bottle,Hyaluronic Acid,False,USA
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Clinique,Powder,Weekly,127.71,2.3,4912.0,100ml,Female,Bottle,Aloe Vera,False,South Korea
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Shiseido,Eye Shadow,Occasional,62.94,5.0,9181.0,200ml,Female,Bottle,Retinol,False,Italy
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Urban Decay,Highlighter,Weekly,149.82,4.8,5050.0,150ml,Unisex,Bottle,Hyaluronic Acid,False,South Korea
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,NARS,Eye Shadow,Monthly,104.27,3.3,5936.0,200ml,Female,Tube,Vitamin C,False,USA
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,ColourPop,Moisturizer,Daily,125.45,4.1,4012.0,150ml,Female,Stick,Aloe Vera,True,Japan
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,KVD Beauty,Contour,Occasional,70.02,3.3,6442.0,150ml,Male,Bottle,Shea Butter,True,France
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Patrick Ta,Face Oil,Daily,11.47,4.8,599.0,250ml,Female,Bottle,Aloe Vera,True,South Korea
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Tarte,Eye Shadow,Weekly,25.69,4.2,957.0,250ml,Unisex,Compact,Vitamin C,True,France
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Huda Beauty,Eyeliner,Occasional,91.17,1.3,1530.0,200ml,Female,Stick,Salicylic Acid,True,UK
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Patrick Ta,CC Cream,Occasional,111.52,1.8,5283.0,50ml,Unisex,Tube,Glycerin,False,Japan
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,ColourPop,Face Oil,Weekly,18.49,3.1,9803.0,250ml,Female,Stick,Vitamin C,False,South Korea
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,KVD Beauty,Bronzer,Weekly,11.77,5.0,7306.0,150ml,Female,Jar,Retinol,True,Japan
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Morphe,Bronzer,Weekly,91.79,4.8,5274.0,30ml,Female,Spray,Retinol,False,USA
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Laura Mercier,Powder,Occasional,25.69,3.9,6717.0,100ml,Female,Tube,Vitamin C,False,France
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Farsali,Moisturizer,Occasional,72.94,2.6,7973.0,30ml,Male,Tube,Shea Butter,True,South Korea
Oily,Magic Lip Gloss,General skincare,No URL available,No Image,Patrick Ta,Face Mask,Monthly,16.78,1.1,1987.0,250ml,Male,Jar,Hyaluronic Acid,True,Italy
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,Huda Beauty,Serum,Weekly,55.27,3.3,6488.0,30ml,Female,Tube,Shea Butter,False,Japan
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,Patrick Ta,Lipstick,Daily,17.81,1.1,6039.0,100ml,Unisex,Jar,Aloe Vera,False,USA
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,Anastasia Beverly Hills,Moisturizer,Daily,90.42,4.6,5285.0,30ml,Male,Jar,Aloe Vera,False,Germany
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,Juvia’s Place,Makeup Remover,Occasional,54.27,1.8,5696.0,150ml,Male,Bottle,Vitamin C,True,UK
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,ColourPop,Foundation,Weekly,94.81,1.9,7645.0,200ml,Male,Tube,Glycerin,True,Germany
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,RMS Beauty,Face Mask,Weekly,112.55,1.7,9657.0,50ml,Unisex,Tube,Hyaluronic Acid,False,Italy
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,Kiehl’s,CC Cream,Daily,87.83,1.6,5799.0,30ml,Unisex,Bottle,Glycerin,False,Australia
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,NARS,Lip Liner,Daily,85.68,3.0,8003.0,200ml,Male,Bottle,Vitamin C,True,UK
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,KVD Beauty,Serum,Weekly,92.86,1.5,4955.0,100ml,Unisex,Jar,Shea Butter,True,France
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,Becca,Powder,Daily,25.5,1.8,5034.0,150ml,Female,Bottle,Vitamin C,False,Japan
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,Shiseido,Lip Gloss,Daily,17.24,2.4,2546.0,100ml,Male,Compact,Glycerin,True,France
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,Laura Mercier,Makeup Remover,Occasional,88.22,4.3,6544.0,150ml,Unisex,Stick,Glycerin,True,South Korea
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,Bourjois,Lip Gloss,Daily,32.47,3.4,3545.0,30ml,Unisex,Stick,Hyaluronic Acid,False,South Korea
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,Kiehl’s,Contour,Monthly,139.55,2.3,5280.0,250ml,Male,Tube,Hyaluronic Acid,True,Japan
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,ColourPop,Cleanser,Daily,145.1,5.0,6064.0,50ml,Unisex,Bottle,Glycerin,True,USA
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,Charlotte Tilbury,Lip Gloss,Monthly,70.94,1.3,9630.0,200ml,Female,Tube,Shea Butter,True,Japan
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,Drunk Elephant,Lip Gloss,Weekly,69.29,2.9,240.0,200ml,Unisex,Stick,Shea Butter,False,Australia
Sensitive,Magic Lip Gloss,General skincare,No URL available,No Image,Milk Makeup,Lipstick,Weekly,80.3,4.5,8180.0,150ml,Female,Stick,Aloe Vera,True,USA
